wail,1
which,1
echoed,1
through,1
the,1
forest,1
and,1
flew,1
into,1
a,1
rage,1
that,1
terrified,1
the,1
bystanders,1
chapter,1
ii,1
illustration,1
the,1
events,1
related,1
in,1
the,1
preceding,1
chapter,1
occurred,1
as,1
we,1
have,1
said,1
about,1
ninety,1
years,1
after,1
the,1
fight,1
between,1
the,1
monkeys,1
and,1
snakes,1
on,1
cocoanut,1
hill,1
as,1
the,1
time,1
of,1
the,1
ammi,1
is,1
reckoned,1
from,1
this,1
fight,1
we,1
shall,1
go,1
back,1
for,1
awhile,1
to,1
the,1
affairs,1
which,1
immediately,1
preceded,1
it,1
the,1
apes,1
of,1
all,1
kinds,1
had,1
till,1
then,1
been,1
roving,1
promiscuously,1
over,1
the,1
country,1
along,1
with,1
wild,1
beasts,1
of,1
every,1
description,1
the,1
forests,1
being,1
free,1
to,1
all,1
and,1
likewise,1
the,1
swamps,1
there,1
was,1
a,1
scene,1
like,1
that,1
of,1
the,1
jungles,1
of,1
central,1
africa,1
to,1
day,1
land,1
and,1
water,1
teemed,1
with,1
life,1
and,1
were,1
animated,1
with,1
struggles,1
for,1
the,1
food,1
of,1
the,1
region,1
gigantic,1
lions,1
tigers,1
woolly,1
rhinoceroses,1
mastodons,1
cave,1
bears,1
and,1
other,1
savage,1
beasts,1
sported,1
in,1
their,1
favorite,1
element,1
serpents,1
were,1
particularly,1
abundant,1
especially,1
in,1
the,1
great,1
alligator,1
swamp,1
from,1
which,1
they,1
emerged,1
to,1
the,1
high,1
country,1
to,1
catch,1
rabbits,1
and,1
other,1
game,1
the,1
apes,1
which,1
were,1
mostly,1
vegetarians,1
did,1
not,1
at,1
first,1
interfere,1
with,1
the,1
more,1
savage,1
beasts,1
hunting,1
in,1
these,1
forests,1
so,1
that,1
there,1
was,1
an,1
endless,1
variety,1
of,1
animals,1
in,1
the,1
region,1
of,1
which,1
we,1
speak,1
the,1
apes,1
at,1
this,1
time,1
lived,1
mostly,1
on,1
trees,1
especially,1
at,1
night,1
this,1
was,1
necessary,1
on,1
account,1
of,1
the,1
more,1
savage,1
beasts,1
which,1
roamed,1
over,1
the,1
ground,1
when,1
game,1
became,1
scarce,1
the,1
tigers,1
and,1
some,1
other,1
animals,1
attacked,1
the,1
apes,1
and,1
often,1
killed,1
them,1
the,1
weaker,1
animals,1
which,1
could,1
not,1
climb,1
the,1
trees,1
were,1
generally,1
in,1
danger,1
of,1
becoming,1
the,1
prey,1
of,1
the,1
stronger,1
ones,1
this,1
arboreal,1
life,1
became,1
in,1
time,1
irksome,1
to,1
the,1
apes,1
many,1
of,1
whom,1
had,1
made,1
some,1
progress,1
in,1
methods,1
of,1
living,1
and,1
hunting,1
these,1
were,1
accordingly,1
anxious,1
to,1
acquire,1
a,1
right,1
to,1
the,1
ground,1
and,1
security,1
in,1
its,1
possession,1
they,1
had,1
become,1
so,1
large,1
that,1
a,1
fall,1
from,1
a,1
tree,1
was,1
a,1
serious,1
matter,1
nor,1
was,1
a,1
tree,1
always,1
convenient,1
to,1
climb,1
when,1
they,1
were,1
in,1
danger,1
they,1
could,1
not,1
however,1
come,1
to,1
the,1
ground,1
while,1
so,1
many,1
savage,1
beasts,1
occupied,1
it,1
a,1
sleeping,1
ape,1
was,1
liable,1
to,1
suffer,1
death,1
if,1
met,1
by,1
a,1
tiger,1
especially,1
in,1
recent,1
years,1
when,1
many,1
fights,1
occurred,1
between,1
the,1
two,1
the,1
apes,1
accordingly,1
conceived,1
the,1
project,1
of,1
ridding,1
the,1
country,1
of,1
the,1
more,1
dangerous,1
animals,1
there,1
were,1
two,1
principal,1
species,1
of,1
apes,1
at,1
this,1
time,1
the,1
ammi,1
who,1
afterwards,1
became,1
known,1
as,1
men,1
and,1
the,1
lali,1
who,1
were,1
the,1
enemies,1
of,1
the,1
ammi,1
on,1
the,1
other,1
side,1
of,1
the,1
swamp,1
and,1
though,1
there,1
had,1
come,1
to,1
be,1
marked,1
differences,1
between,1
the,1
two,1
of,1
which,1
we,1
shall,1
presently,1
speak,1
they,1
were,1
at,1
this,1
time,1
both,1
living,1
together,1
as,1
apes,1
the,1
man,1
apes,1
of,1
biology,1
and,1
were,1
alike,1
interested,1
in,1
ridding,1
the,1
country,1
of,1
the,1
stronger,1
beasts,1
a,1
council,1
was,1
accordingly,1
called,1
to,1
take,1
measures,1
for,1
their,1
common,1
welfare,1
in,1
this,1
council,1
they,1
gave,1
their,1
respective,1
views,1
without,1
those,1
formalities,1
which,1
now,1
attend,1
such,1
gatherings,1
they,1
spoke,1
mainly,1
in,1
gestures,1
and,1
growls,1
which,1
constituted,1
all,1
there,1
was,1
of,1
language,1
then,1
articulate,1
speech,1
not,1
having,1
been,1
developed,1
beyond,1
a,1
few,1
broken,1
sounds,1
one,1
shamboo,1
believed,1
to,1
be,1
the,1
great,1
grandfather,1
of,1
sosee,1
was,1
the,1
acknowledged,1
leader,1
of,1
the,1
apes,1
and,1
he,1
directed,1
the,1
deliberations,1
of,1
this,1
assembly,1
speaking,1
in,1
the,1
manner,1
indicated,1
this,1
ape,1
harangued,1
the,1
multitude,1
to,1
the,1
following,1
effect,1
tailed,1
apes,1
upright,1
apes,1
baboons,1
and,1
monkeys,1
of,1
low,1
degree,1
i,1
am,1
tired,1
living,1
on,1
trees,1
i,1
am,1
getting,1
too,1
old,1
and,1
fat,1
to,1
climb,1
and,1
cannot,1
go,1
up,1
in,1
the,1
air,1
every,1
time,1
i,1
want,1
to,1
sleep,1
my,1
eyes,1
are,1
bad,1
and,1
can,1
t,1
tell,1
a,1
rotten,1
limb,1
from,1
a,1
sound,1
one,1
only,1
two,1
days,1
ago,1
while,1
eating,1
a,1
cocoanut,1
the,1
limb,1
broke,1
on,1
which,1
i,1
was,1
sitting,1
and,1
i,1
fell,1
to,1
the,1
ground,1
striking,1
a,1
porcupine,1
and,1
there,1
has,1
been,1
a,1
sick,1
monkey,1
ever,1
since,1
just,1
before,1
the,1
big,1
rain,1
i,1
was,1
chased,1
up,1
a,1
tree,1
by,1
a,1
hyena,1
when,1
before,1
i,1
got,1
out,1
of,1
reach,1
he,1
seized,1
my,1
tail,1
already,1
reduced,1
to,1
a,1
stump,1
and,1
i,1
had,1
to,1
let,1
go,1
of,1
either,1
the,1
tree,1
or,1
my,1
tail,1
i,1
stuck,1
to,1
the,1
tree,1
but,1
to,1
day,1
i,1
am,1
a,1
tailless,1
ape,1
why,1
should,1
the,1
ground,1
be,1
conceded,1
to,1
tigers,1
and,1
snakes,1
the,1
earth,1
was,1
made,1
for,1
monkeys,1
our,1
food,1
is,1
mostly,1
on,1
the,1
ground,1
and,1
it,1
is,1
easier,1
to,1
walk,1
on,1
a,1
level,1
than,1
up,1
and,1
down,1
we,1
can,1
run,1
faster,1
than,1
we,1
can,1
climb,1
we,1
cannot,1
fly,1
like,1
the,1
birds,1
and,1
there,1
is,1
no,1
easy,1
way,1
for,1
such,1
big,1
folks,1
to,1
get,1
up,1
a,1
tree,1
but,1
we,1
dare,1
not,1
come,1
to,1
the,1
ground,1
if,1
we,1
do,1
we,1
must,1
fight,1
some,1
brute,1
the,1
tigers,1
want,1
the,1
earth,1
and,1
we,1
can,1
t,1
afford,1
to,1
maintain,1
perpetual,1
war,1
i,1
am,1
therefore,1
for,1
peace,1
and,1
so,1
favor,1
killing,1
off,1
our,1
enemies,1
if,1
the,1
forces,1
of,1
the,1
trees,1
will,1
but,1
combine,1
dropping,1
their,1
disputes,1
about,1
the,1
milk,1
that,1
is,1
in,1
the,1
cocoanut,1
they,1
can,1
conquer,1
the,1
forces,1
of,1
the,1
earth,1
resolve,1
then,1
monkeys,1
all,1
to,1
make,1
a,1
fight,1
for,1
the,1
land,1
and,1
not,1
be,1
so,1
often,1
found,1
up,1
a,1
stump,1
true,1
to,1
your,1
ape,1
hood,1
join,1
me,1
in,1
an,1
oath,1
to,1
drive,1
out,1
the,1
ground,1
beasts,1
everything,1
in,1
this,1
valley,1
will,1
then,1
be,1
ours,1
we,1
shall,1
have,1
the,1
plants,1
and,1
berries,1
and,1
frogs,1
and,1
little,1
fishes,1
we,1
can,1
then,1
lie,1
down,1
to,1
sleep,1
without,1
falling,1
off,1
and,1
run,1
about,1
without,1
getting,1
tired,1
whoever,1
loves,1
monkeykind,1
will,1
therefore,1
follow,1
my,1
advice,1
now,1
all,1
of,1
you,1
who,1
are,1
resolved,1
to,1
drive,1
out,1
the,1
beasts,1
which,1
claim,1
this,1
land,1
swear,1
with,1
me,1
by,1
scratching,1
your,1
top,1
rib,1
while,1
i,1
crack,1
this,1
butternut,1
and,1
eat,1
the,1
kernel,1
the,1
eloquence,1
of,1
shamboo,1
gained,1
the,1
assembly,1
to,1
his,1
proposition,1
every,1
rib,1
got,1
a,1
scratch,1
and,1
the,1
solemnity,1
of,1
the,1
hour,1
was,1
felt,1
in,1
every,1
breast,1
an,1
aged,1
priest,1
of,1
the,1
mountain,1
apes,1
bowed,1
low,1
his,1
head,1
breathing,1
a,1
blessing,1
on,1
the,1
undertaking,1
and,1
from,1
that,1
hour,1
the,1
savage,1
beasts,1
of,1
cocoanut,1
hill,1
were,1
doomed,1
chapter,1
iii,1
illustration,1
the,1
plan,1
of,1
attack,1
on,1
the,1
beasts,1
was,1
two,1
fold,1
one,1
method,1
was,1
to,1
associate,1
together,1
and,1
make,1
a,1
combined,1
assault,1
by,1
two,1
s,1
or,1
more,1
according,1
to,1
the,1
strength,1
of,1
their,1
antagonists,1
the,1
other,1
was,1
to,1
get,1
on,1
trees,1
and,1
spring,1
upon,1
the,1
enemy,1
when,1
asleep,1
or,1
at,1
other,1
disadvantage,1
in,1
this,1
way,1
they,1
hoped,1
to,1
so,1
worry,1
the,1
larger,1
beasts,1
that,1
they,1
would,1
quit,1
the,1
region,1
of,1
their,1
own,1
accord,1
this,1
co,1
peration,1
was,1
important,1
as,1
being,1
the,1
beginning,1
of,1
association,1
among,1
apes,1
by,1
uniting,1
in,1
two,1
s,1
and,1
three,1
s,1
for,1
attack,1
or,1
defense,1
they,1
learned,1
to,1
confederate,1
and,1
so,1
laid,1
the,1
foundations,1
of,1
society,1
till,1
that,1
time,1
they,1
had,1
roamed,1
the,1
forests,1
and,1
jungles,1
solitary,1
each,1
one,1
hunting,1
alone,1
his,1
food,1
like,1
the,1
tigers,1
and,1
forming,1
no,1
lasting,1
or,1
frequent,1
attachments,1
they,1
met,1
the,1
opposite,1
sex,1
casually,1
at,1
a,1
spring,1
or,1
in,1
the,1
fruit,1
regions,1
they,1
did,1
not,1
recognize,1
their,1
own,1
children,1
or,1
care,1
for,1
them,1
except,1
for,1
a,1
few,1
years,1
after,1
birth,1
until,1
they,1
could,1
roam,1
for,1
themselves,1
only,1
occasionally,1
did,1
they,1
meet,1
for,1
a,1
common,1
purpose,1
and,1
then,1
only,1
for,1
a,1
little,1
while,1
they,1
were,1
not,1
gregarious,1
though,1
they,1
sometimes,1
met,1
in,1
large,1
numbers,1
where,1
food,1
was,1
abundant,1
and,1
became,1
slightly,1
acquainted,1
they,1
chattered,1
or,1
fought,1
while,1
together,1
and,1
then,1
parted,1
to,1
see,1
one,1
another,1
perhaps,1
no,1
more,1
having,1
now,1
however,1
formed,1
a,1
league,1
of,1
the,1
apes,1
offensive,1
and,1
defensive,1
these,1
animals,1
who,1
disputed,1
with,1
the,1
tigers,1
the,1
right,1
to,1
be,1
called,1
the,1
lords,1
of,1
the,1
land,1
soon,1
became,1
acquainted,1
with,1
one,1
another,1
and,1
therefore,1
learned,1
to,1
like,1
each,1
other,1
better,1
they,1
found,1
that,1
they,1
had,1
many,1
common,1
interests,1
and,1
there,1
sprang,1
up,1
warm,1
attachments,1
between,1
them,1
their,1
mutual,1
disagreements,1
disappeared,1
before,1
their,1
disagreements,1
with,1
the,1
tigers,1
they,1
learned,1
to,1
help,1
one,1
another,1
that,1
they,1
might,1
destroy,1
a,1
common,1
enemy,1
founding,1
their,1
unity,1
on,1
their,1
common,1
hatred,1
many,1
sentiments,1
were,1
accordingly,1
developed,1
to,1
which,1
